question_id	question	query
809148	what is the biggest species of wolf	largest species of wolf
66895	can early pregnancy cause acne	early pregnancy acne
1146308	what should brakes and rotors cost	cost for brakes and rotors
761039	what is ist time zone	est to ist time zone
868582	what kind of government is a republic	definition of a republic government
1012305	which is the tallest building?	tallest building ever
1039755	who is the competitor for uber	competitors of uber
207058	how alcohol affects our brain	alcohol affects the brain
1054673	who was kenny chesney married to	kenny chesney married
413670	is it dangerous to take digestive enzymes	dangers of taking digestive enzymes
850929	what is the theme in othello	themes in othello
314094	how much does homeschooling cost	cost of homeschooling
706277	what is a wholly owned subsidiary	define wholly owned subsidiary
222538	how do you get your eye to stop twitching	my eye wont stop twitching
857444	what is treatment when prostate cancer spreads	best treatment for prostate cancer
372608	how to play double joker poker?	double joker video poker
221642	how do you cook ribs in oven	recipe for ribs in oven
680697	what is a defining attribute	definition of attribute
407976	is dementia and alzheimer's disease the same	difference between dementia and alzheimers
933723	what's the weather like here now	weather like today
858636	what is uber car service	uber car service rates
778849	what is october's birthstone opal meaning	opal birthstone meaning
777552	what is normal glucose range	normal range for glucose
277463	how many calories in fritos chips	calories in fritos
855206	what is the zip code for stillwater mn	zip code for bloomington mn
679463	what is a cost to install vinyl plank flooring	cost to install vinyl plank flooring homewyse
428533	is there a statute of limitations on filing for child support	statute of limitations on child support
925793	what year acura mdx had transmission issues	acura mdx transmission problems
723522	what is best temp. to brew coffee	best temperature to brew coffee
643382	what does mig stand for welding	mig welding definition
420453	is passport needed for the bahamas	need passport for bahamas
321464	how much is a visit to an urgent care with no insurance	cost of urgent care visit without insurance
419661	is obamacare universal health care	healthcare gov obamacare
590555	what causes pain in the hips	pain in hips causes
77665	can you get a scholarship for cheerleading	cheerleading scholarships for college
274283	how many acres in a square mile	acres in a square mile
207138	how and when to sign up for medicare	i need to sign up for medicare
879489	what movies did patrick swayze play in	movies with patrick swayze
734972	what is coronary artery bypass surgery	artery bypass surgery
301644	how metamorphic rock is formed	sedimentary rock formed
867386	what kind of disorder is adhd	define adhd disorder
688903	what is a liberal democracy	define liberal democracy
646965	what does residual value mean	define residual value
804230	what is the african rift valley	great african rift valley
1150085	what is the name meaning of scout	scout name meaning
272006	how long to roast corn in husk on grill	roast corn on grill
791579	what is rheumatoid arthritis in the knee	types of arthritis in knee
588787	what causes hyperandrogenism in pcos	causes of pcos
1181110	how hot should a medium rare steak be	temperature of a medium rare steak
839925	what is the population of iceland	population of iceland today
785992	what is ppd post pregnancy	ppd in pregnancy
713789	what is an enzyme substrate complex	enzyme substrate complex
1068687	why eye contact is important in communication	importance of eye contact in communication
730841	what is citalopram hydrobromide used for	citalopram used for
272371	how long to travel to mars	time to travel to mars
998219	where is the uss mount whitney	uss mount whitney
554900	what are ancient chinese calligraphy	ancient chinese calligraphy
275982	how many calories are in a serving of gummy bears	calories in gummy bears
616376	what date was  john f kennedy assassinated	date of jfk assassination
903273	what the cause of your hand going numb and tingling?	hands going numb and tingling
277500	how many calories in hard cider	calories in hard cider
999825	where is washington oaks garden state park in florida	washington oaks gardens state park florida
954868	when should you trim crepe myrtle	best time to trim crepe myrtles
403928	is barron trump autistic or shy	barron trump autistic
842752	what is the purpose of the constitution	purpose of the us constitution
539640	was alexander the great illyrian	alexander the great hellenism
581647	what can cure very dry lips	cure for dry lips
582814	what can you make with milk	things to make with milk
831598	what is the meaning of the mu	meaning of mu
713791	what is an enzymes role in metabolism	role of enzymes in metabolism
336618	how old is susan boyle	susan boyle age
353015	how to copy itunes playlist to usb stick	copy itunes playlist to usb
306931	how much do prescription lenses cost	average cost of prescription lenses
812832	what is the cost of living in los angeles ca	cost of living in los angeles california
342279	how time is the chicken pox incubation period for chickenpox	incubation period for chicken pox
957366	when was desert shield desert storm	desert shield desert storm
811368	what is the closest airport to sedona arizona	closest airport to scottsdale arizona
